CT_id,manufacturer,model,capacity_ton,capacity_kW,fan_motor_hp,hp_per_fan,num_fan,total_fan_hp,total_fan_kW,airflow_cfm,airflow_kg_per_hour,water_flow_gpm,waterflow_kg_per_hour,LG_ratio
CT921,EVAPCO,AT 214-4K48,"1,514",6656,(2) 20,20,2,40,29.82804134,303200,578809.07,4542,1031600.419,1.782281016
CT922,EVAPCO,AT 214-4L48,"1,637",7196,(2) 25,25,2,50,37.28505168,325400,621188.89,4911,1115409.436,1.795604288
CT923,EVAPCO,AT 214-4M48,"1,713",7530,(2) 30,30,2,60,44.74206201,345000,658605.31,5139,1167193.869,1.772220562
CT924,EVAPCO,AT 214-4N48,"1,860",8177,(2) 40,40,2,80,59.65608268,378000,721602.34,5580,1267355.865,1.75630787
CT925,EVAPCO,AT 214-4O48,"1,960",8616,(2) 50,50,2,100,74.57010335,405900,774863.46,5880,1335493.277,1.723520777
CT926,EVAPCO,AT 214-4P48,"2,075",9122,(2) 60,60,2,120,89.48412402,429800,820488.58,6225,1413851.301,1.723182173
CT927,EVAPCO,AT 214-4Q48,"2,230",9803,(2) 75,75,2,150,111.855155,460600,879285.81,6690,1519464.29,1.728066426
CT928,EVAPCO,AT 214-4R48*,"2,359",10370,(2) 100,100,2,200,149.1402067,504800,963663.65,7077,1607361.552,1.667969472
CT929,EVAPCO,AT 314-2K72,"1,789",7865,(3) 20,20,3,60,44.74206201,467000,891503.42,5367,1218978.303,1.367328805
CT930,EVAPCO,AT 314-2L72,"1,986",8731,(3) 25,25,3,75,55.92757752,501300,956982.15,5958,1353209.005,1.414037877
CT931,EVAPCO,AT 314-2M72,"2,095",9210,(3) 30,30,3,90,67.11309302,531600,1014824.88,6285,1427478.784,1.406625733
CT932,EVAPCO,AT 314-2N72,"2,271",9983,(3) 40,40,3,120,89.48412402,583200,1113329.32,6813,1547400.629,1.389885813
CT933,EVAPCO,AT 314-2O72,"2,439",10722,(3) 50,50,3,150,111.855155,626300,1195607.26,7317,1661871.481,1.389981089
CT934,EVAPCO,AT 314-3K72,"2,056",9038,(3) 20,20,3,60,44.74206201,460000,878140.41,6168,1400905.193,1.595308877
CT935,EVAPCO,AT 314-3L72,"2,257",9922,(3) 25,25,3,75,55.92757752,493500,942091.94,6771,1537861.391,1.632389923
CT936,EVAPCO,AT 314-3M72,"2,364",10392,(3) 30,30,3,90,67.11309302,523200,998789.27,7092,1610768.422,1.612720996
CT937,EVAPCO,AT 314-3N72,"2,601",11434,(3) 40,40,3,120,89.48412402,572800,1093475.71,7803,1772254.089,1.620753044
CT938,EVAPCO,AT 314-3O72,"2,773",12190,(3) 50,50,3,150,111.855155,614600,1173271.95,8319,1889450.438,1.610411328
CT939,EVAPCO,AT 314-3P72,"2,944",12942,(3) 60,60,3,180,134.226186,650800,1242377.78,8832,2005965.413,1.614617906
CT940,EVAPCO,AT 314-4K72,"2,255",9913,(3) 20,20,3,60,44.74206201,451700,862295.7,6765,1536498.643,1.781869765
CT941,EVAPCO,AT 314-4L72,"2,437",10713,(3) 25,25,3,75,55.92757752,484800,925483.63,7311,1660508.733,1.794206481
CT942,EVAPCO,AT 314-4M72,"2,551",11214,(3) 30,30,3,90,67.11309302,514000,981226.46,7653,1738185.383,1.771441614
CT943,EVAPCO,AT 314-4N72,"2,770",12177,(3) 40,40,3,120,89.48412402,563200,1075149.3,8310,1887406.316,1.755482992
CT944,EVAPCO,AT 314-4O72,"2,919",12832,(3) 50,50,3,150,111.855155,604800,1154563.74,8757,1988931.06,1.722668909
CT945,EVAPCO,AT 314-4P72,"3,091",13588,(3) 60,60,3,180,134.226186,640300,1222333.27,9273,2106127.408,1.723038598
CT946,EVAPCO,AT 314-4Q72,"3,322",14604,(3) 75,75,3,225,167.7827325,686300,1310147.31,9966,2263524.83,1.727687266
CT947,EVAPCO,AT 428-2K48,"2,231",9808,(4)20,20,4,80,59.65608268,595300,1136428.23,6693,1520145.664,1.337652147
CT948,EVAPCO,AT 428-2L48,"2,482",10911,(4)25,25,4,100,74.57010335,639000,1219851.57,7446,1691170.569,1.386374055
CT949,EVAPCO,AT 428-2M48,"2,626",11544,(4)30,30,4,120,89.48412402,677600,1293539.01,7878,1789288.442,1.383250473
CT950,EVAPCO,AT 428-2N48,"2,846",12511,(4)40,40,4,160,119.3121654,743500,1419342.16,8538,1939190.749,1.366260228
CT951,EVAPCO,AT 428-2O48,"3,067",13483,(4)50,50,4,200,149.1402067,798500,1524337.21,9201,2089774.429,1.370939718
CT952,EVAPCO,AT 428-3K48,"2,585",11364,(4)20,20,4,80,59.65608268,586200,1119056.32,7755,1761352.103,1.573961976
CT953,EVAPCO,AT 428-3L48,"2,837",12472,(4)25,25,4,100,74.57010335,629300,1201334.26,8511,1933058.382,1.609092858
CT954,EVAPCO,AT 428-3M48,"2,984",13118,(4)30,30,4,120,89.48412402,667200,1273685.4,8952,2033220.377,1.596328562
CT955,EVAPCO,AT 428-3N48,"3,283",14432,(4)40,40,4,160,119.3121654,730800,1395097.85,9849,2236951.24,1.603436802
CT956,EVAPCO,AT 428-3O48,"3,509",15426,(4)50,50,4,200,149.1402067,784200,1497038.5,10527,2390941.791,1.597114429
CT957,EVAPCO,AT 428-3P48,"3,728",16389,(4)60,60,4,240,178.968248,830200,1584852.54,11184,2540162.724,1.602775436
CT958,EVAPCO,AT 428-4K48,"2,858",12564,(4)20,20,4,80,59.65608268,575800,1099202.71,8574,1947367.238,1.77161793
CT959,EVAPCO,AT 428-4L48,"3,093",13597,(4)25,25,4,100,74.57010335,618100,1179953.45,9279,2107490.157,1.786079063
CT960,EVAPCO,AT 428-4M48,"3,237",14230,(4)30,30,4,120,89.48412402,655300,1250968.29,9711,2205608.03,1.76312066
CT961,EVAPCO,AT 428-4N48,"3,524",15492,(4)40,40,4,160,119.3121654,718100,1370853.54,10572,2401162.403,1.75158201
CT962,EVAPCO,AT 428-4O48,"3,714",16327,(4)50,50,4,200,149.1402067,771300,1472412.39,11142,2530623.486,1.718692062
CT963,EVAPCO,AT 428-4P48,"3,933",17290,(4)60,60,4,240,178.968248,816800,1559271.93,11799,2679844.418,1.7186511
CT964,EVAPCO,AT 428-4Q48,"4,229",18591,(4)75,75,4,300,223.7103101,875700,1671712.08,12687,2881531.158,1.723700623
CT965,EVAPCO,AT 428-4R48*,"4,475",19672,(4)100,100,4,400,298.2804134,960000,1832640.86,13425,3049149.192,1.663800727
CT966,EVAPCO,AT 114-5K26,"1,003",4409,(2) 20,20,2,40,29.82804134,200200,382181.98,3009,683418.2435,1.788201122
CT967,EVAPCO,AT 114-5L26,"1,078",4739,(2) 25,25,2,50,37.28505168,214700,409862.49,3234,734521.3026,1.792116422
CT968,EVAPCO,AT 114-5M26,"1,142",5020,(2) 30,30,2,60,44.74206201,227300,433915.9,3426,778129.2463,1.793272016
CT969,EVAPCO,AT 114-5N26,"1,247",5482,(2) 40,40,2,80,59.65608268,248500,474386.72,3741,849673.529,1.791098885
CT970,EVAPCO,AT 114-5O26,"1,332",5856,(2) 50,50,2,100,74.57010335,266300,508366.94,3996,907590.3293,1.785305576
CT971,EVAPCO,AT 228-5K26,"1,963",8629,(4) 20,20,4,80,59.65608268,392000,748328.35,5889,1337537.4,1.787367001
CT972,EVAPCO,AT 228-5L26,"2,111",9280,(4) 25,25,4,100,74.57010335,420400,802543.98,6333,1438380.77,1.792276577
CT973,EVAPCO,AT 228-5M26,"2,236",9830,(4) 30,30,4,120,89.48412402,445100,849696.3,6708,1523552.535,1.7930554
CT974,EVAPCO,AT 228-5N26,"2,443",10740,(4) 40,40,4,160,119.3121654,486800,929301.64,7329,1664596.978,1.791234315
CT975,EVAPCO,AT 228-5O26,"2,613",11487,(4) 50,50,4,200,149.1402067,521700,995925.77,7839,1780430.578,1.787714144
CT976,EVAPCO,AT 214-5K52,"1,971",8665,(4) 20,20,4,80,59.65608268,393500,751191.85,5913,1342988.393,1.787810118
CT977,EVAPCO,AT 214-5L52,"2,119",9315,(4) 25,25,4,100,74.57010335,422100,805789.28,6357,1443831.763,1.791823003
CT978,EVAPCO,AT 214-5M52,"2,245",9869,(4) 30,30,4,120,89.48412402,446800,852941.6,6735,1529684.902,1.793422789
CT979,EVAPCO,AT 214-5N52,"2,452",10779,(4) 40,40,4,160,119.3121654,488700,932928.74,7356,1670729.345,1.790843479
CT980,EVAPCO,AT 214-5O52,"2,622",11526,(4) 50,50,4,200,149.1402067,523700,999743.77,7866,1786562.946,1.787020837
CT981,EVAPCO,AT 314-5K78,"2,936",12907,(6) 20,20,6,120,89.48412402,586300,1119247.22,8808,2000514.42,1.787374922
CT982,EVAPCO,AT 314-5L78,"3,157",13878,(6) 25,25,6,150,111.855155,628800,1200379.76,9471,2151098.1,1.792014634
CT983,EVAPCO,AT 314-5M78,"3,344",14700,(6) 30,30,6,180,134.226186,665700,1270821.9,10032,2278515.061,1.792946022
CT984,EVAPCO,AT 314-5N78,"3,655",16068,(6) 40,40,6,240,178.968248,728100,1389943.55,10965,2490422.413,1.791743565
CT985,EVAPCO,AT 314-5O78,"3,908",17180,(6) 50,50,6,300,223.7103101,780300,1489593.4,11724,2662810.065,1.787608665
CT986,EVAPCO,AT 428-5K52,"3,857",16956,(8) 20,20,8,160,119.3121654,746200,1424496.47,11571,2628059.985,1.84490453
CT987,EVAPCO,AT 428-5L52,"4,148",18235,(8) 25,25,8,200,149.1402067,800400,1527964.32,12444,2826339.854,1.849742056
CT988,EVAPCO,AT 428-5M52,"4,395",19321,(8) 30,30,8,240,178.968248,847500,1617878.26,13185,2994639.262,1.850966999
CT989,EVAPCO,AT 428-5N52,"4,806",21128,(8) 40,40,8,320,238.6243307,927000,1769643.83,14418,3274684.026,1.850476335
CT990,EVAPCO,AT 428-5O52,"5,141",22600,(8) 50,50,8,400,298.2804134,993400,1896401.49,15423,3502944.357,1.847153348
CT991,EVAPCO,AT 342-5K26,"2,882",12669,6 (20),20,6,120,89.48412402,588700,1123828.83,8646,1963720.217,1.747348147
CT992,EVAPCO,AT 342-5L26,"3,100",13628,6 (25),25,6,150,111.855155,631500,1205534.06,9300,2112259.775,1.752136118
CT993,EVAPCO,AT 342-5M26,"3,286",14445,6 (30),30,6,180,134.226186,668600,1276358,9858,2238995.362,1.754206395
CT994,EVAPCO,AT 342-5N26,"3,593",15795,6 (40),40,6,240,178.968248,731300,1396052.35,10779,2448177.217,1.753642842
CT995,EVAPCO,AT 342-5O26,"3,844",16898,6 (50),50,6,300,223.7103101,783700,1496084,11532,2619202.122,1.750705255
CT996,EVAPCO,AT 456-5K26,"3,802",16714,(8) 20,20,8,160,119.3121654,746800,1425641.87,11406,2590584.408,1.817135472
CT997,EVAPCO,AT 456-5L26,"4,090",17980,(8) 25,25,8,200,149.1402067,801100,1529300.62,12270,2786820.155,1.822284073
CT998,EVAPCO,AT 456-5M26,"4,335",19057,(8) 30,30,8,240,178.968248,848200,1619214.56,13005,2953756.815,1.824191118
CT999,EVAPCO,AT 456-5N26,"4,743",20851,(8) 40,40,8,320,238.6243307,927900,1771361.93,14229,3231757.456,1.824447846
CT1000,EVAPCO,AT 456-5O26,"5,075",22310,(8) 50,50,8,400,298.2804134,994400,1898310.49,15225,3457973.665,1.821605941
