region_id,year,Capacity_CCNG,Capacity_Coal,Capacity_CombustionTurbine_Diesel,Capacity_DistributedGeneration,Capacity_FuelCells,Capacity_Geothermal,Capacity_Hydroelectric,Capacity_MunicipalWaste,Capacity_Nuclear,Capacity_OffshoreWind,Capacity_Oil_NatGas_Steam,Capacity_OnshoreWind,Capacity_PumpedStorage,Capacity_SolarPhotovoltaic,Capacity_SolarThermal,Capacity_WoodBiomass,ElectricityPrice_Commercial,ElectricityPrice_Residential,Emissions_CarbonDioxide,Emissions_NOx,Emissions_SulfurDioxide,Generation_Coal,Generation_DistributedGeneration,Generation_NaturalGas,Generation_Nuclear,Generation_Petroleum,Generation_PumpedStorage,Generation_Renewables,NaturalGasPrice,PlannedAdditions_CCNG,PlannedAdditions_Coal,PlannedAdditions_CombustionTurbine_Diesel,PlannedAdditions_DistributedGeneration,PlannedAdditions_DiurnalStorage,PlannedAdditions_FuelCells,PlannedAdditions_Geothermal,PlannedAdditions_Hydroelectric,PlannedAdditions_MunicipalWaste,PlannedAdditions_Nuclear,PlannedAdditions_OffshoreWind,PlannedAdditions_Oil_NatGas_Steam,PlannedAdditions_OnshoreWind,PlannedAdditions_PumpedStorage,PlannedAdditions_SolarPhotovoltaic,PlannedAdditions_SolarThermal,PlannedAdditions_WoodBiomass,Retirements_CCNG,Retirements_Coal,Retirements_CombustionTurbine_Diesel,Retirements_DiurnalStorage,Retirements_FuelCells,Retirements_Nuclear,Retirements_Oil_NatGas_Steam,Retirements_PumpedStorage,Retirements_RenewableGeneration,TotalGeneration_TWh,UnplannedAdditions_CCNG,UnplannedAdditions_Coal,UnplannedAdditions_CombustionTurbine_Diesel,UnplannedAdditions_DistributedGeneration,UnplannedAdditions_DiurnalStorage,UnplannedAdditions_FuelCells,UnplannedAdditions_Nuclear,UnplannedAdditions_Oil_NatGas_Steam,UnplannedAdditions_PumpedStorage,UnplannedAdditions_RenewableGeneration,ElectricityPrice_Commercial_Dollars_kWh-1,ElectricityPrice_Residential_Dollars_kWh-1,Emissions_CarbonDioxide_kg,Emissions_SulfurDioxide_kg,Emissions_NOx_kg,CO2_kg_MWh-1,SO2_kg_MWh-1,NOx_kg_MWh-1,Consumption_Coal_Quads,Consumption_FuelOil_Quads,Consumption_NaturalGas_Quads,Price_Coal_Dollars_mmBtu-1,Price_DistillateFuelOil_Dollars_mmBtu-1,Price_NaturalGas_Dollars_mmBtu-1,Price_ResidualFuelOil_Dollars_mmBtu-1,Consumption_Coal_kWh,Consumption_FuelOil_kWh,Consumption_NaturalGas_kWh,NaturalGasPrice_Dollars_kWh-1,CoalPrice_Dollars_kWh-1,DistillateFuelOilPrice_Dollars_kWh-1,ResidualFuelOilPrice_Dollars_kWh-1
BASN,2029,12.2,5.7,2.6,0.9,0.0,0.68,2.5,0.07,0.0,0.0,0.1,9.25,0.0,3.96,0.18,0.02,10.1,15.3,61.41,0.04,0.01,34.6,0.4,58.2,0.0,0.1,0.0,54.7,4.99,0.0,0,0.0,0,0.0,0.0,0.15,0.01,0.05,0.0,0.0,0.0,6.51,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,148.1,5.2,0.0,0.47,0.89,0.0,0.0,0,0,0,3.88,0.101,0.153,55710230850.0,9071850.0,36287400.0,376.16631228899394,0.06125489534098583,0.2450195813639433,0.35,0.0,0.4,1.69,26.71,4.99,-9.01,102574879166.6655,0.0,117228433333.33203,0.017026578599999998,0.0057665166,0.0911382594,-0.030743381399999995
BASN,2030,12.5,5.7,2.6,1.0,0.0,0.7,2.5,0.08,0.0,0.0,0.1,9.25,0.0,3.96,0.18,0.02,10.1,15.6,63.34,0.04,0.01,34.4,0.4,63.3,0.0,0.1,0.0,54.9,5.07,0.0,0,0.0,0,0.0,0.0,0.16,0.01,0.06,0.0,0.0,0.0,6.51,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,153.2,5.52,0.0,0.47,0.96,0.0,0.0,0,0,0,3.89,0.101,0.156,57461097900.0,9071850.0,36287400.0,375.07244060052216,0.05921573107049609,0.2368629242819844,0.34,0.0,0.44,1.72,27.46,5.07,-8.95,99644168333.3322,0.0,128951276666.6652,0.0172995498,0.005868880799999999,0.0936973644,-0.030538652999999995
BASN,2031,12.6,5.7,2.9,1.0,0.0,0.71,2.5,0.08,0.0,0.0,0.1,9.25,0.0,3.96,0.18,0.02,10.2,15.9,63.45,0.04,0.01,34.4,0.4,63.8,0.0,0.1,0.0,54.9,5.13,0.0,0,0.0,0,0.0,0.0,0.18,0.01,0.06,0.0,0.0,0.0,6.51,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,153.8,5.59,0.0,0.74,1.02,0.0,0.0,0,0,0,3.91,0.102,0.159,57560888250.0,9071850.0,36287400.0,374.25805104031207,0.058984720416124826,0.2359388816644993,0.34,0.0,0.44,1.76,28.5,5.13,-8.8,99644168333.3322,0.0,128951276666.6652,0.017504278199999997,0.006005366399999999,0.09724599,-0.030026832000000003
BASN,2032,13.0,5.7,2.9,1.1,0.0,0.72,2.5,0.08,0.0,0.0,0.1,9.25,0.0,3.96,0.18,0.02,10.5,16.5,63.29,0.04,0.01,34.4,0.5,63.7,0.0,0.1,0.0,55.1,5.29,0.0,0,0.0,0,0.0,0.0,0.19,0.01,0.06,0.0,0.0,0.0,6.51,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,153.7,5.97,0.0,0.74,1.09,0.0,0.0,0,0,0,3.92,0.105,0.165,57415738650.0,9071850.0,36287400.0,373.5571805465192,0.05902309694209499,0.23609238776838,0.34,0.0,0.44,1.8,29.36,5.29,-8.95,99644168333.3322,0.0,128951276666.6652,0.0180502206,0.006141852,0.1001804304,-0.030538652999999995
BASN,2033,13.2,5.7,3.0,1.2,0.0,0.73,2.5,0.08,0.0,0.0,0.1,9.25,0.0,3.96,0.18,0.02,10.8,17.0,63.37,0.04,0.01,34.3,0.5,64.2,0.0,0.1,0.0,55.1,5.5,0.0,0,0.0,0,0.0,0.0,0.2,0.01,0.06,0.0,0.0,0.0,6.51,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,154.3,6.24,0.0,0.82,1.16,0.0,0.0,0,0,0,3.93,0.108,0.17,57488313450.0,9071850.0,36287400.0,372.5749413480233,0.05879358392741413,0.2351743357096565,0.34,0.0,0.44,1.84,30.56,5.5,-8.14,99644168333.3322,0.0,128951276666.6652,0.01876677,0.0062783376,0.1042749984,-0.0277748196
BASN,2034,13.5,5.7,3.1,1.2,0.0,0.74,2.5,0.08,0.0,0.0,0.1,9.25,0.0,3.96,0.18,0.02,11.1,17.6,63.9,0.04,0.01,34.3,0.5,65.6,0.0,0.1,0.0,55.2,5.69,0.0,0,0.0,0,0.0,0.0,0.21,0.01,0.06,0.0,0.0,0.0,6.51,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,155.8,6.51,0.0,0.9,1.23,0.0,0.0,0,0,0,3.94,0.111,0.17600000000000002,57969121500.0,9071850.0,36287400.0,372.07395057766365,0.05822753530166881,0.2329101412066752,0.34,0.0,0.45,1.89,31.5,5.69,-8.51,99644168333.3322,0.0,131881987499.9985,0.019415076599999997,0.006448944599999999,0.10748241,-0.0290373114
BASN,2035,13.9,5.7,3.1,1.3,0.0,0.75,2.5,0.08,0.0,0.0,0.1,9.27,0.0,3.96,0.18,0.02,11.5,18.2,64.14,0.04,0.01,34.2,0.6,66.3,0.0,0.1,0.0,55.4,5.84,0.0,0,0.0,0,0.0,0.0,0.22,0.01,0.06,0.0,0.0,0.0,6.53,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,156.6,6.86,0.0,0.9,1.3,0.0,0.0,0,0,0,3.97,0.115,0.182,58186845900.0,9071850.0,36287400.0,371.56351149425285,0.057930076628352485,0.23172030651341,0.34,0.0,0.45,1.94,32.53,5.84,-8.39,99644168333.3322,0.0,131881987499.9985,0.0199268976,0.006619551599999999,0.1109969142,-0.0286278546
BASN,2036,14.3,5.7,3.1,1.4,0.0,0.76,2.5,0.08,0.0,0.0,0.1,9.27,0.0,3.96,0.18,0.02,11.9,18.8,64.52,0.04,0.01,34.2,0.6,67.8,0.0,0.1,0.0,55.5,6.0,0.0,0,0.0,0,0.0,0.0,0.23,0.01,0.06,0.0,0.0,0.0,6.53,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,158.2,7.32,0.0,0.9,1.38,0.0,0.0,0,0,0,3.99,0.119,0.188,58531576199.999985,9071850.0,36287400.0,369.9846788874842,0.05734418457648546,0.22937673830594185,0.34,0.0,0.46,1.99,33.67,6.0,-7.77,99644168333.3322,0.0,134812698333.33182,0.02047284,0.0067901586,0.1148867538,-0.0265123278
BASN,2037,14.3,5.7,3.6,1.5,0.0,0.79,2.5,0.08,0.0,0.0,0.1,9.27,0.0,3.96,0.18,0.02,12.2,19.3,64.81,0.04,0.01,34.2,0.7,68.4,0.0,0.1,0.0,55.7,6.29,0.0,0,0.0,0,0.0,0.0,0.26,0.01,0.06,0.0,0.0,0.0,6.53,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,159.2,7.32,0.0,1.39,1.54,0.0,0.0,0,0,0,4.01,0.122,0.193,58794659850.0,9071850.0,36287400.0,369.3131900125628,0.05698398241206031,0.2279359296482412,0.34,0.0,0.47,2.05,34.57,6.29,-7.74,99644168333.3322,0.0,137743409166.6651,0.0214623606,0.006994886999999999,0.1179576798,-0.0264099636
BASN,2038,14.6,5.7,3.7,1.7,0.0,0.8,2.5,0.08,0.0,0.0,0.1,9.31,0.0,3.96,0.18,0.02,12.5,19.8,64.64,0.04,0.01,34.2,0.7,68.1,0.0,0.1,0.0,55.9,6.5,0.0,0,0.0,0,0.0,0.0,0.27,0.01,0.06,0.0,0.0,0.0,6.58,0,1.4,0.0,0.0,0.19,1.76,0.01,0,0,0.0,0.46,0,0.01,159.1,7.56,0.0,1.51,1.71,0.0,0.0,0,0,0,4.07,0.125,0.198,58640438400.0,9071850.0,36287400.0,368.5759798868637,0.057019798868636076,0.2280791954745443,0.34,0.0,0.46,2.1,35.72,6.5,-7.55,99644168333.3322,0.0,134812698333.33182,0.02217891,0.0071654940000000006,0.12188164079999997,-0.025761657
BASN,2039,13.9,5.7,4.1,1.9,0.0,0.82,2.5,0.08,0.0,0.0,0.1,9.31,0.0,3.96,0.18,0.02,12.7,20.3,62.99,0.04,0.01,34.1,0.8,64.0,0.0,0.1,0.0,56.1,6.68,0.0,0,0.0,0,0.0,0.0,0.28,0.01,0.06,0.0,0.0,0.0,6.58,0,1.4,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,155.2,7.56,0.0,1.95,1.88,0.0,0.0,0,0,0,4.08,0.127,0.203,57143583150.0,9071850.0,36287400.0,368.19319039948465,0.058452641752577326,0.2338105670103093,0.34,0.0,0.44,2.15,36.96,6.68,-7.36,99644168333.3322,0.0,128951276666.6652,0.0227930952,0.0073361009999999985,0.1261126944,-0.0251133504
BASN,2040,13.9,5.7,4.5,2.1,0.0,0.83,2.5,0.08,0.0,0.0,0.1,9.41,0.0,3.96,0.18,0.02,13.0,20.8,62.67,0.04,0.01,34.1,0.9,63.1,0.0,0.1,0.0,56.4,6.83,0.0,0,0.0,0,0.0,0.0,0.29,0.01,0.06,0.0,0.0,0.0,6.67,0,1.4,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,154.7,7.56,0.0,2.29,2.05,0.0,0.0,0,0,0,4.19,0.13,0.208,56853283950.0,9071850.0,36287400.0,367.5066835811248,0.0586415643180349,0.2345662572721396,0.34,0.0,0.43,2.19,37.9,6.83,-6.89,99644168333.3322,0.0,126020565833.33192,0.0233049162,0.007472586599999998,0.129320106,-0.0235096446
BASN,2041,14.2,5.7,4.8,2.2,0.0,0.84,2.5,0.08,0.0,0.0,0.1,9.9,0.0,3.96,0.18,0.02,13.3,21.3,61.41,0.04,0.01,34.1,1.0,60.0,0.0,0.1,0.0,57.9,6.99,0.0,0,0.0,0,0.0,0.0,0.3,0.01,0.06,0.0,0.0,0.0,7.17,0,1.4,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,153.0,7.78,0.0,2.67,2.24,0.0,0.0,0,0,0,4.69,0.133,0.213,55710230850.0,9071850.0,36287400.0,364.1191558823529,0.05929313725490196,0.23717254901960785,0.34,0.0,0.41,2.25,39.11,6.99,-6.79,99644168333.3322,0.0,120159144166.6653,0.0238508586,0.007677315,0.1334487954,-0.0231684306
BASN,2042,14.2,5.7,5.1,2.4,0.0,0.85,2.5,0.08,0.0,0.0,0.1,9.9,0.0,3.96,0.18,0.02,13.5,21.8,60.86,0.04,0.01,34.0,1.1,58.5,0.0,0.1,0.0,58.3,7.19,0.0,0,0.0,0,0.0,0.0,0.31,0.01,0.06,0.0,0.0,0.0,7.17,0,1.4,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,152.0,7.78,0.0,2.97,2.43,0.0,0.0,0,0,0,4.71,0.135,0.218,55211279100.0,9071850.0,36287400.0,363.23209934210524,0.05968322368421052,0.2387328947368421,0.34,0.0,0.4,2.3,40.67,7.19,-6.29,99644168333.3322,0.0,117228433333.33203,0.024533286600000002,0.007847921999999998,0.13877173380000002,-0.0214623606
BASN,2043,14.2,5.7,5.3,2.6,0.0,0.85,2.5,0.08,0.0,0.0,0.1,11.62,0.0,3.96,0.18,0.02,13.8,22.3,59.69,0.04,0.01,34.0,1.2,55.3,0.0,0.1,0.0,63.4,7.38,0.0,0,0.0,0,0.0,0.0,0.31,0.01,0.06,0.0,0.0,0.0,8.89,0,1.4,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,154.0,7.78,0.0,3.11,2.63,0.0,0.0,0,0,0,6.43,0.138,0.223,54149872650.0,9071850.0,36287400.0,351.6225496753247,0.058908116883116875,0.23563246753246755,0.34,0.0,0.38,2.36,41.93,7.38,-6.19,99644168333.3322,0.0,111367011666.6654,0.0251815932,0.008052650399999998,0.14307103019999998,-0.0211211466
BASN,2044,14.7,5.7,5.3,2.8,0.0,0.87,2.5,0.08,0.0,0.0,0.1,12.78,0.0,4.0,0.18,0.02,14.2,23.0,60.09,0.04,0.01,34.0,1.2,56.5,0.0,0.1,0.0,68.3,7.63,0.0,0,0.0,0,0.0,0.0,0.34,0.01,0.06,0.0,0.0,0.0,10.05,0,1.45,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,160.2,8.28,0.0,3.11,2.84,0.0,0.0,0,0,0,7.66,0.142,0.23,54512746650.0,9071850.0,36287400.0,340.27931741573036,0.05662827715355805,0.2265131086142322,0.34,0.0,0.39,2.42,43.3,7.63,-6.03,99644168333.3322,0.0,114297722499.9987,0.0260346282,0.0082573788,0.14774566199999994,-0.0205752042
BASN,2045,15.0,5.7,5.4,3.0,0.0,0.9,2.5,0.08,0.0,0.0,0.1,13.1,0.0,4.0,0.18,0.02,14.5,23.6,60.78,0.04,0.0,34.0,1.3,58.3,0.0,0.1,0.0,70.4,7.89,0.0,0,0.0,0,0.0,0.0,0.36,0.01,0.06,0.0,0.0,0.0,10.37,0,1.45,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,164.1,8.61,0.0,3.22,3.04,0.0,0.0,0,0,0,8.0,0.145,0.236,55138704300.0,0.0,36287400.0,336.00672943327237,0.0,0.22112979890310788,0.34,0.0,0.4,2.48,45.12,7.89,-5.59,99644168333.3322,0.0,117228433333.33203,0.0269217846,0.0084621072,0.15395575679999998,-0.0190738626
BASN,2046,15.4,5.7,5.4,3.3,0.0,0.93,2.5,0.08,0.0,0.0,0.1,13.22,0.0,4.0,0.18,0.02,14.7,24.1,61.14,0.04,0.0,33.9,1.4,59.2,0.0,0.1,0.0,71.2,8.16,0.0,0,0.0,0,0.0,0.0,0.39,0.01,0.06,0.0,0.0,0.0,10.49,0,1.45,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,165.9,8.98,0.0,3.22,3.25,0.0,0.0,0,0,0,8.15,0.147,0.241,55465290900.0,0.0,36287400.0,334.32966184448463,0.0,0.21873056057866186,0.34,0.0,0.41,2.54,46.23,8.16,-5.36,99644168333.3322,0.0,120159144166.6653,0.0278430624,0.008666835599999999,0.15774323219999994,-0.0182890704
BASN,2047,15.8,5.7,5.5,3.5,0.0,0.95,2.5,0.08,0.0,0.0,0.1,13.22,0.0,4.04,0.18,0.02,15.1,24.7,61.82,0.04,0.01,33.9,1.5,61.1,0.0,0.1,0.0,71.6,8.55,0.0,0,0.0,0,0.0,0.0,0.42,0.01,0.06,0.0,0.0,0.0,10.49,0,1.49,0.0,0.0,0.82,1.76,0.01,0,0,0.0,0.46,0,0.01,168.3,9.4,0.0,3.34,3.48,0.0,0.0,0,0,0,8.22,0.151,0.247,56082176700.0,9071850.0,36287400.0,333.227431372549,0.05390285204991087,0.21561140819964347,0.34,0.0,0.42,2.61,48.16,8.55,-4.93,99644168333.3322,0.0,123089854999.9986,0.029173797,0.008905685399999998,0.16432866239999994,-0.0168218502
