,Qe,T_db,Patm,RH,Qfrac,Qheat_kW,Welec_kW,makeup_water_kg_per_s
46,100.0,0.6,82.4,0.3,1.0,145.0,84.61,0.06871
47,100.0,0.0,82.1,0.32,1.0,145.0,84.61,0.06718
48,100.0,-0.6,82.1,0.33,1.0,145.0,84.61,0.06574
49,100.0,-0.6,82.1,0.33,1.0,145.0,84.61,0.06574
50,100.0,-1.1,82.2,0.35,1.0,145.0,84.61,0.06427
51,100.0,-1.7,82.4,0.36,1.0,145.0,84.61,0.06281
52,100.0,-1.7,82.8,0.36,1.0,145.0,84.61,0.06267
53,100.0,-1.1,82.6,0.33,1.0,145.0,84.61,0.06456
54,100.0,-1.1,82.7,0.35,1.0,145.0,84.61,0.0641
55,100.0,-0.6,82.8,0.35,1.0,145.0,84.61,0.06506
56,100.0,3.3,83.0,0.25,1.0,145.0,84.61,0.07523
57,100.0,5.6,83.2,0.23,1.0,145.0,84.61,0.08057
58,100.0,6.1,83.5,0.32,1.0,145.0,84.61,0.07875
59,100.0,6.7,83.3,0.22,1.0,145.0,84.61,0.0832
60,100.0,5.6,83.4,0.29,1.0,145.0,84.61,0.07868
61,100.0,4.6,83.4,0.27,1.0,145.0,84.61,0.07721
62,100.0,2.3,83.4,0.32,1.0,145.0,84.61,0.07124
63,100.0,-0.3,83.5,0.38,1.0,145.0,84.61,0.06477
64,100.0,-3.0,83.6,0.42,1.0,145.0,84.61,0.05873
65,100.0,-5.8,83.5,0.58,1.0,145.0,84.61,0.05097
66,100.0,-5.6,83.5,0.48,1.0,145.0,84.61,0.05297
67,100.0,-7.2,83.5,0.64,1.0,145.0,84.61,0.04773
68,100.0,-8.8,83.2,0.65,1.0,145.0,84.61,0.04515
69,100.0,-9.9,83.3,0.67,1.0,145.0,84.61,0.04316
70,100.0,-11.4,83.6,0.71,1.0,145.0,84.61,0.04035
71,100.0,-12.4,83.2,0.81,1.0,145.0,84.61,0.03786
72,100.0,-13.5,83.2,0.88,1.0,145.0,84.61,0.03561
73,100.0,-16.2,83.2,0.9,1.0,145.0,84.61,0.03225
74,100.0,-16.2,83.2,0.86,1.0,145.0,84.61,0.03262
75,100.0,-14.7,83.2,0.82,1.0,145.0,84.61,0.03479
76,100.0,-14.2,83.6,0.8,1.0,145.0,84.61,0.03551
77,100.0,-13.3,83.4,0.76,1.0,145.0,84.61,0.03713
78,100.0,-11.8,83.4,0.65,1.0,145.0,84.61,0.04053
79,100.0,-9.1,83.3,0.64,1.0,145.0,84.61,0.0448
80,100.0,-5.9,83.7,0.56,1.0,145.0,84.61,0.05107
81,100.0,-0.5,83.7,0.42,1.0,145.0,84.61,0.06346
82,100.0,3.3,83.5,0.36,1.0,145.0,84.61,0.07213
83,100.0,3.8,83.6,0.38,1.0,145.0,84.61,0.07253
84,100.0,8.0,83.6,0.32,1.0,145.0,84.61,0.0825
85,100.0,9.6,83.5,0.31,1.0,145.0,84.61,0.08608
86,100.0,11.1,83.5,0.29,1.0,145.0,84.61,0.08987
87,100.0,10.0,83.3,0.31,1.0,145.0,84.61,0.08696
88,100.0,7.2,83.0,0.42,1.0,145.0,84.61,0.07795
89,100.0,7.2,83.0,0.4,1.0,145.0,84.61,0.07858
90,100.0,6.1,83.0,0.37,1.0,145.0,84.61,0.07742
91,100.0,7.2,82.9,0.28,1.0,145.0,84.61,0.08246
92,100.0,6.1,82.9,0.29,1.0,145.0,84.61,0.07989
93,100.0,5.6,82.7,0.29,1.0,145.0,84.61,0.07894
94,100.0,5.0,82.6,0.31,1.0,145.0,84.61,0.07718
95,100.0,10.0,82.6,0.21,1.0,145.0,84.61,0.09102
96,100.0,5.0,82.4,0.31,1.0,145.0,84.61,0.07725
97,100.0,10.6,82.4,0.25,1.0,145.0,84.61,0.09083
98,100.0,11.1,82.4,0.25,1.0,145.0,84.61,0.09189
99,100.0,9.4,82.6,0.28,1.0,145.0,84.61,0.08711
100,100.0,9.4,82.8,0.28,1.0,145.0,84.61,0.08703
101,100.0,9.4,82.7,0.29,1.0,145.0,84.61,0.08671
102,100.0,5.0,82.8,0.42,1.0,145.0,84.61,0.07396
103,100.0,10.0,82.8,0.33,1.0,145.0,84.61,0.08641
104,100.0,8.9,82.9,0.35,1.0,145.0,84.61,0.0835
105,100.0,12.8,83.0,0.26,1.0,145.0,84.61,0.09481
106,100.0,12.8,82.9,0.23,1.0,145.0,84.61,0.09616
107,100.0,15.0,83.0,0.2,1.0,145.0,84.61,0.1023
108,100.0,14.4,83.0,0.2,1.0,145.0,84.61,0.101
109,100.0,12.8,83.1,0.23,1.0,145.0,84.61,0.09608
110,100.0,10.0,83.1,0.36,1.0,145.0,84.61,0.0852
111,100.0,8.3,83.1,0.39,1.0,145.0,84.61,0.08093
112,100.0,5.6,83.1,0.51,1.0,145.0,84.61,0.07239
113,100.0,5.6,83.1,0.3,1.0,145.0,84.61,0.07849
114,100.0,3.9,83.2,0.32,1.0,145.0,84.61,0.07448
115,100.0,3.3,83.2,0.35,1.0,145.0,84.61,0.0725
116,100.0,1.7,83.2,0.41,1.0,145.0,84.61,0.06796
117,100.0,0.0,83.2,0.47,1.0,145.0,84.61,0.06352
118,100.0,0.6,83.6,0.41,1.0,145.0,84.61,0.06579
119,100.0,0.0,83.1,0.4,1.0,145.0,84.61,0.06507
120,100.0,0.0,83.2,0.37,1.0,145.0,84.61,0.06569
121,100.0,1.1,83.2,0.29,1.0,145.0,84.61,0.06965
122,100.0,0.6,83.3,0.27,1.0,145.0,84.61,0.06908
123,100.0,0.0,83.3,0.29,1.0,145.0,84.61,0.06742
124,100.0,-0.6,83.8,0.33,1.0,145.0,84.61,0.06515
125,100.0,0.0,83.5,0.3,1.0,145.0,84.61,0.06713
126,100.0,-0.6,83.5,0.35,1.0,145.0,84.61,0.06482
127,100.0,-0.6,83.6,0.33,1.0,145.0,84.61,0.06522
128,100.0,-0.6,83.8,0.38,1.0,145.0,84.61,0.06408
129,100.0,0.0,83.9,0.52,1.0,145.0,84.61,0.06222
130,100.0,0.0,84.0,0.52,1.0,145.0,84.61,0.06219
131,100.0,1.1,84.0,0.43,1.0,145.0,84.61,0.06612
132,100.0,1.7,84.0,0.46,1.0,145.0,84.61,0.06652
133,100.0,1.1,84.0,0.48,1.0,145.0,84.61,0.06499
134,100.0,1.7,84.0,0.44,1.0,145.0,84.61,0.06699
135,100.0,0.6,84.0,0.49,1.0,145.0,84.61,0.06388
136,100.0,-0.6,83.9,0.54,1.0,145.0,84.61,0.06069
137,100.0,-1.7,83.7,0.63,1.0,145.0,84.61,0.05698
138,100.0,-3.3,83.8,0.68,1.0,145.0,84.61,0.05331
139,100.0,-4.4,83.8,0.75,1.0,145.0,84.61,0.0503
140,100.0,-6.1,83.8,0.86,1.0,145.0,84.61,0.04592
141,100.0,-7.8,83.7,0.91,1.0,145.0,84.61,0.04278
142,100.0,-7.8,83.9,0.82,1.0,145.0,84.61,0.04404
143,100.0,-8.9,83.7,0.86,1.0,145.0,84.61,0.04196
144,100.0,-8.9,83.5,0.86,1.0,145.0,84.61,0.04201
145,100.0,-8.3,83.5,0.86,1.0,145.0,84.61,0.04285
146,100.0,-10.6,83.4,0.87,1.0,145.0,84.61,0.03955
147,100.0,-12.2,83.4,0.91,1.0,145.0,84.61,0.03693
148,100.0,-13.9,83.7,0.96,1.0,145.0,84.61,0.03415
149,100.0,-12.8,83.4,0.86,1.0,145.0,84.61,0.03671
150,100.0,-12.8,83.4,0.86,1.0,145.0,84.61,0.03671
151,100.0,-2.8,83.4,0.42,1.0,145.0,84.61,0.05917
152,100.0,-0.6,83.5,0.33,1.0,145.0,84.61,0.06525
153,100.0,1.1,83.7,0.25,1.0,145.0,84.61,0.07042
154,100.0,2.8,83.6,0.27,1.0,145.0,84.61,0.07344
155,100.0,5.0,83.7,0.22,1.0,145.0,84.61,0.07939
156,100.0,5.6,83.7,0.18,1.0,145.0,84.61,0.0819
157,100.0,5.0,83.7,0.16,1.0,145.0,84.61,0.08117
158,100.0,5.0,83.6,0.16,1.0,145.0,84.61,0.08121
159,100.0,4.4,83.5,0.19,1.0,145.0,84.61,0.07904
160,100.0,5.0,83.3,0.18,1.0,145.0,84.61,0.08073
161,100.0,5.6,83.4,0.16,1.0,145.0,84.61,0.08263
162,100.0,5.0,83.3,0.17,1.0,145.0,84.61,0.08103
163,100.0,4.4,83.3,0.19,1.0,145.0,84.61,0.07912
164,100.0,2.2,83.1,0.23,1.0,145.0,84.61,0.07341
165,100.0,-0.6,83.0,0.38,1.0,145.0,84.61,0.06435
166,100.0,0.0,83.2,0.37,1.0,145.0,84.61,0.06569
167,100.0,1.7,83.0,0.29,1.0,145.0,84.61,0.07093
168,100.0,1.7,83.0,0.28,1.0,145.0,84.61,0.07117
169,100.0,1.1,82.9,0.31,1.0,145.0,84.61,0.06929
170,100.0,-0.6,82.8,0.35,1.0,145.0,84.61,0.06506
171,100.0,-1.7,82.8,0.4,1.0,145.0,84.61,0.06185
172,100.0,-3.3,83.0,0.48,1.0,145.0,84.61,0.05723
173,100.0,-3.3,82.8,0.44,1.0,145.0,84.61,0.05805
174,100.0,-4.4,82.8,0.5,1.0,145.0,84.61,0.05496
175,100.0,-2.8,82.7,0.42,1.0,145.0,84.61,0.0594
176,100.0,2.2,82.9,0.3,1.0,145.0,84.61,0.07172
177,100.0,5.0,83.0,0.27,1.0,145.0,84.61,0.07819
178,100.0,7.2,82.8,0.24,1.0,145.0,84.61,0.08381
179,100.0,7.8,82.9,0.21,1.0,145.0,84.61,0.08608
180,100.0,10.6,82.7,0.22,1.0,145.0,84.61,0.0919
181,100.0,10.6,82.6,0.19,1.0,145.0,84.61,0.09313
182,100.0,7.8,82.5,0.23,1.0,145.0,84.61,0.08555
183,100.0,6.7,82.4,0.25,1.0,145.0,84.61,0.08258
184,100.0,4.4,82.2,0.31,1.0,145.0,84.61,0.07612
185,100.0,0.6,82.2,0.41,1.0,145.0,84.61,0.06626
186,100.0,-0.6,82.3,0.54,1.0,145.0,84.61,0.06119
187,100.0,-1.7,82.3,0.59,1.0,145.0,84.61,0.05819
188,100.0,-1.1,82.2,0.54,1.0,145.0,84.61,0.06031
189,100.0,-2.2,82.1,0.59,1.0,145.0,84.61,0.05737
190,100.0,-1.7,82.0,0.59,1.0,145.0,84.61,0.05828
191,100.0,-2.8,82.1,0.62,1.0,145.0,84.61,0.05575
192,100.0,-3.3,82.0,0.68,1.0,145.0,84.61,0.05381
193,100.0,-3.3,82.0,0.65,1.0,145.0,84.61,0.05437
194,100.0,-3.3,82.0,0.65,1.0,145.0,84.61,0.05437
195,100.0,-3.3,82.0,0.65,1.0,145.0,84.61,0.05437
196,100.0,-3.9,82.1,0.68,1.0,145.0,84.61,0.0528
197,100.0,-3.3,82.1,0.59,1.0,145.0,84.61,0.05545
198,100.0,-5.0,82.1,0.75,1.0,145.0,84.61,0.04981
199,100.0,-1.1,82.2,0.49,1.0,145.0,84.61,0.06134
200,100.0,0.6,82.3,0.43,1.0,145.0,84.61,0.06578
201,100.0,2.8,82.5,0.35,1.0,145.0,84.61,0.07178
202,100.0,3.9,82.4,0.35,1.0,145.0,84.61,0.07395
203,100.0,3.3,82.4,0.39,1.0,145.0,84.61,0.07174
204,100.0,3.3,82.3,0.41,1.0,145.0,84.61,0.07125
205,100.0,3.9,82.3,0.39,1.0,145.0,84.61,0.07291
206,100.0,4.4,82.2,0.34,1.0,145.0,84.61,0.07528
207,100.0,3.9,82.3,0.39,1.0,145.0,84.61,0.07291
208,100.0,2.8,82.2,0.42,1.0,145.0,84.61,0.0701
209,100.0,1.1,82.3,0.48,1.0,145.0,84.61,0.06554
210,100.0,0.0,82.2,0.6,1.0,145.0,84.61,0.06106
211,100.0,0.6,82.1,0.66,1.0,145.0,84.61,0.06077
212,100.0,-1.7,82.1,0.69,1.0,145.0,84.61,0.05627
213,100.0,-1.7,82.1,0.72,1.0,145.0,84.61,0.05569
214,100.0,-2.8,82.1,0.76,1.0,145.0,84.61,0.05312
215,100.0,-4.4,81.9,0.82,1.0,145.0,84.61,0.04959
216,100.0,-4.4,81.8,0.82,1.0,145.0,84.61,0.04962
217,100.0,-5.0,81.9,0.75,1.0,145.0,84.61,0.04987
218,100.0,-5.0,81.9,0.75,1.0,145.0,84.61,0.04987
219,100.0,-5.6,81.9,0.72,1.0,145.0,84.61,0.04943
220,100.0,-6.1,81.9,0.75,1.0,145.0,84.61,0.04816
221,100.0,-6.7,81.9,0.71,1.0,145.0,84.61,0.04787
222,100.0,-5.6,81.8,0.62,1.0,145.0,84.61,0.05112
223,100.0,-5.0,81.8,0.61,1.0,145.0,84.61,0.05229
224,100.0,-1.7,82.1,0.46,1.0,145.0,84.61,0.06086
225,100.0,1.7,82.4,0.34,1.0,145.0,84.61,0.06993
226,100.0,4.4,82.3,0.26,1.0,145.0,84.61,0.0775
227,100.0,6.1,82.5,0.19,1.0,145.0,84.61,0.08317
228,100.0,7.2,82.4,0.17,1.0,145.0,84.61,0.08632
229,100.0,7.2,82.4,0.18,1.0,145.0,84.61,0.08598
230,100.0,6.7,82.5,0.18,1.0,145.0,84.61,0.08482
231,100.0,6.1,82.5,0.21,1.0,145.0,84.61,0.08254
232,100.0,3.3,82.6,0.26,1.0,145.0,84.61,0.07511
233,100.0,0.6,82.4,0.35,1.0,145.0,84.61,0.06756
234,100.0,-1.1,82.4,0.42,1.0,145.0,84.61,0.06273
235,100.0,-2.2,82.4,0.46,1.0,145.0,84.61,0.05983
236,100.0,-1.1,82.2,0.42,1.0,145.0,84.61,0.0628
237,100.0,-3.3,82.1,0.53,1.0,145.0,84.61,0.05657
238,100.0,-4.4,82.6,0.61,1.0,145.0,84.61,0.05307
239,100.0,-5.0,82.0,0.59,1.0,145.0,84.61,0.05258
240,100.0,-5.6,82.0,0.62,1.0,145.0,84.61,0.05107
241,100.0,-6.1,82.1,0.64,1.0,145.0,84.61,0.04989
242,100.0,-6.1,82.0,0.61,1.0,145.0,84.61,0.05041
243,100.0,-5.6,82.0,0.59,1.0,145.0,84.61,0.05157
244,100.0,-5.0,82.4,0.53,1.0,145.0,84.61,0.0535
245,100.0,-3.9,82.1,0.46,1.0,145.0,84.61,0.0568
246,100.0,-3.9,82.1,0.46,1.0,145.0,84.61,0.0568
247,100.0,-3.3,82.3,0.46,1.0,145.0,84.61,0.05783
248,100.0,-1.7,82.7,0.4,1.0,145.0,84.61,0.06189
249,100.0,1.1,83.0,0.29,1.0,145.0,84.61,0.06972
250,100.0,7.2,83.0,0.19,1.0,145.0,84.61,0.0854
251,100.0,7.8,82.9,0.13,1.0,145.0,84.61,0.08886
252,100.0,10.6,83.0,0.11,1.0,145.0,84.61,0.0962
253,100.0,11.7,82.9,0.08,1.0,145.0,84.61,0.1002
254,100.0,12.2,83.0,0.09,1.0,145.0,84.61,0.101
255,100.0,10.0,83.0,0.1,1.0,145.0,84.61,0.09516
256,100.0,8.3,82.3,0.09,1.0,145.0,84.61,0.09175
257,100.0,7.8,82.9,0.11,1.0,145.0,84.61,0.08957
258,100.0,7.2,82.8,0.14,1.0,145.0,84.61,0.08717
259,100.0,5.6,82.5,0.19,1.0,145.0,84.61,0.08207
260,100.0,4.4,82.1,0.23,1.0,145.0,84.61,0.07844
261,100.0,6.1,82.2,0.18,1.0,145.0,84.61,0.08361
262,100.0,4.4,82.2,0.24,1.0,145.0,84.61,0.07811
263,100.0,3.9,82.0,0.26,1.0,145.0,84.61,0.07658
264,100.0,2.8,81.9,0.3,1.0,145.0,84.61,0.07329
265,100.0,0.0,82.1,0.35,1.0,145.0,84.61,0.06651
266,100.0,-1.1,82.3,0.4,1.0,145.0,84.61,0.06318
267,100.0,-3.3,82.3,0.51,1.0,145.0,84.61,0.05689
268,100.0,-5.0,82.5,0.59,1.0,145.0,84.61,0.05243
269,100.0,-5.6,82.2,0.59,1.0,145.0,84.61,0.05151
270,100.0,-6.1,82.4,0.61,1.0,145.0,84.61,0.05029
271,100.0,-4.4,82.5,0.53,1.0,145.0,84.61,0.05451
272,100.0,-0.6,82.8,0.41,1.0,145.0,84.61,0.06378
273,100.0,2.2,83.1,0.3,1.0,145.0,84.61,0.07165
274,100.0,6.1,83.0,0.25,1.0,145.0,84.61,0.08109
275,100.0,7.8,83.4,0.21,1.0,145.0,84.61,0.08588
276,100.0,7.8,83.3,0.19,1.0,145.0,84.61,0.0866
277,100.0,8.9,83.3,0.16,1.0,145.0,84.61,0.09015
278,100.0,8.3,83.3,0.17,1.0,145.0,84.61,0.08842
279,100.0,8.3,83.5,0.17,1.0,145.0,84.61,0.08834
280,100.0,4.4,83.3,0.23,1.0,145.0,84.61,0.07798
281,100.0,2.2,83.5,0.3,1.0,145.0,84.61,0.0715
282,100.0,2.2,83.5,0.31,1.0,145.0,84.61,0.07125
283,100.0,2.2,83.7,0.31,1.0,145.0,84.61,0.07118
284,100.0,-1.1,83.5,0.4,1.0,145.0,84.61,0.06278
285,100.0,-2.2,83.4,0.48,1.0,145.0,84.61,0.05912
286,100.0,-1.7,83.9,0.44,1.0,145.0,84.61,0.06069
287,100.0,-1.7,83.5,0.49,1.0,145.0,84.61,0.05981
288,100.0,0.6,83.6,0.41,1.0,145.0,84.61,0.06579
289,100.0,3.3,83.6,0.34,1.0,145.0,84.61,0.07262
290,100.0,2.8,83.7,0.35,1.0,145.0,84.61,0.07135
291,100.0,2.8,83.6,0.37,1.0,145.0,84.61,0.07088
292,100.0,3.3,84.2,0.35,1.0,145.0,84.61,0.07215
293,100.0,2.8,84.0,0.37,1.0,145.0,84.61,0.07074
294,100.0,2.2,84.0,0.38,1.0,145.0,84.61,0.06935
295,100.0,3.3,84.2,0.37,1.0,145.0,84.61,0.07163
296,100.0,5.6,84.4,0.31,1.0,145.0,84.61,0.07772
297,100.0,7.8,84.5,0.27,1.0,145.0,84.61,0.08342
298,100.0,9.4,84.4,0.23,1.0,145.0,84.61,0.08824
299,100.0,9.4,84.5,0.23,1.0,145.0,84.61,0.0882
300,100.0,10.0,84.4,0.22,1.0,145.0,84.61,0.08991
301,100.0,9.4,84.4,0.22,1.0,145.0,84.61,0.0886
302,100.0,9.4,84.4,0.22,1.0,145.0,84.61,0.0886
303,100.0,9.4,84.5,0.22,1.0,145.0,84.61,0.08857
304,100.0,8.3,84.2,0.24,1.0,145.0,84.61,0.08561
305,100.0,7.2,84.4,0.26,1.0,145.0,84.61,0.08254
306,100.0,6.7,84.2,0.31,1.0,145.0,84.61,0.08
307,100.0,6.7,84.2,0.31,1.0,145.0,84.61,0.08
308,100.0,6.1,84.1,0.3,1.0,145.0,84.61,0.07913
309,100.0,3.3,84.0,0.37,1.0,145.0,84.61,0.0717
310,100.0,1.7,84.2,0.4,1.0,145.0,84.61,0.06786
311,100.0,2.8,83.8,0.38,1.0,145.0,84.61,0.07056
312,100.0,5.6,83.8,0.35,1.0,145.0,84.61,0.07676
313,100.0,6.7,83.8,0.32,1.0,145.0,84.61,0.07983
314,100.0,7.2,83.8,0.31,1.0,145.0,84.61,0.08115
315,100.0,6.7,83.9,0.32,1.0,145.0,84.61,0.0798
316,100.0,6.7,83.9,0.31,1.0,145.0,84.61,0.08011
317,100.0,6.7,83.9,0.31,1.0,145.0,84.61,0.08011
318,100.0,6.7,84.0,0.31,1.0,145.0,84.61,0.08007
319,100.0,6.7,84.0,0.31,1.0,145.0,84.61,0.08007
320,100.0,8.3,84.2,0.29,1.0,145.0,84.61,0.08389
321,100.0,10.0,84.4,0.25,1.0,145.0,84.61,0.08878
322,100.0,12.2,84.0,0.21,1.0,145.0,84.61,0.09528
323,100.0,12.8,84.4,0.2,1.0,145.0,84.61,0.09687
324,100.0,13.3,84.3,0.19,1.0,145.0,84.61,0.09847
325,100.0,13.3,84.2,0.19,1.0,145.0,84.61,0.09851
326,100.0,12.8,84.2,0.19,1.0,145.0,84.61,0.09739
327,100.0,12.2,84.1,0.2,1.0,145.0,84.61,0.09566
328,100.0,10.0,83.6,0.23,1.0,145.0,84.61,0.08985
329,100.0,8.9,83.6,0.26,1.0,145.0,84.61,0.08641
330,100.0,7.2,83.6,0.28,1.0,145.0,84.61,0.08219
331,100.0,5.6,83.7,0.33,1.0,145.0,84.61,0.07738
332,100.0,2.8,83.5,0.38,1.0,145.0,84.61,0.07066
333,100.0,1.1,83.4,0.46,1.0,145.0,84.61,0.06564
334,100.0,0.6,83.5,0.49,1.0,145.0,84.61,0.06404
335,100.0,-1.1,83.2,0.57,1.0,145.0,84.61,0.05939
336,100.0,-1.1,83.2,0.57,1.0,145.0,84.61,0.05939
337,100.0,-1.7,83.2,0.57,1.0,145.0,84.61,0.05831
338,100.0,-1.7,83.2,0.57,1.0,145.0,84.61,0.05831
339,100.0,-2.2,83.2,0.59,1.0,145.0,84.61,0.05704
340,100.0,-1.7,83.5,0.54,1.0,145.0,84.61,0.05882
341,100.0,-1.1,83.2,0.49,1.0,145.0,84.61,0.06102
342,100.0,-2.8,83.2,0.57,1.0,145.0,84.61,0.05637
343,100.0,-2.2,83.4,0.56,1.0,145.0,84.61,0.05756
344,100.0,3.3,83.5,0.35,1.0,145.0,84.61,0.07239
345,100.0,7.2,83.8,0.27,1.0,145.0,84.61,0.08244
346,100.0,10.0,83.6,0.21,1.0,145.0,84.61,0.09061
347,100.0,12.2,84.0,0.17,1.0,145.0,84.61,0.09699
348,100.0,12.8,84.0,0.15,1.0,145.0,84.61,0.09926
349,100.0,13.3,84.0,0.14,1.0,145.0,84.61,0.1009
350,100.0,12.8,84.0,0.15,1.0,145.0,84.61,0.09926
351,100.0,10.6,84.0,0.25,1.0,145.0,84.61,0.0902
352,100.0,8.9,83.6,0.29,1.0,145.0,84.61,0.08534
353,100.0,7.8,83.8,0.29,1.0,145.0,84.61,0.08302
354,100.0,4.4,83.7,0.36,1.0,145.0,84.61,0.07418
355,100.0,3.9,83.7,0.35,1.0,145.0,84.61,0.07349
356,100.0,2.2,83.7,0.4,1.0,145.0,84.61,0.06897
357,100.0,2.2,83.6,0.38,1.0,145.0,84.61,0.06949
358,100.0,-0.6,83.8,0.49,1.0,145.0,84.61,0.06176
359,100.0,0.0,83.6,0.45,1.0,145.0,84.61,0.06382
360,100.0,2.8,83.5,0.32,1.0,145.0,84.61,0.07219
361,100.0,3.3,83.5,0.35,1.0,145.0,84.61,0.07239
362,100.0,6.7,83.5,0.26,1.0,145.0,84.61,0.08184
363,100.0,0.6,83.4,0.69,1.0,145.0,84.61,0.05974
364,100.0,-1.1,84.0,0.79,1.0,145.0,84.61,0.05479
365,100.0,-1.1,83.5,0.79,1.0,145.0,84.61,0.05492
366,100.0,-1.1,83.6,0.76,1.0,145.0,84.61,0.05548
367,100.0,0.0,83.5,0.62,1.0,145.0,84.61,0.06024
368,100.0,0.0,83.6,0.62,1.0,145.0,84.61,0.06021
369,100.0,-1.1,83.7,0.87,1.0,145.0,84.61,0.05332
370,100.0,0.0,83.8,0.79,1.0,145.0,84.61,0.05666
371,100.0,1.1,83.5,0.77,1.0,145.0,84.61,0.05875
372,100.0,2.2,83.6,0.62,1.0,145.0,84.61,0.06375
373,100.0,2.2,83.5,0.59,1.0,145.0,84.61,0.06449
374,100.0,1.7,83.6,0.64,1.0,145.0,84.61,0.0625
375,100.0,1.7,83.6,0.64,1.0,145.0,84.61,0.0625
376,100.0,1.7,83.5,0.67,1.0,145.0,84.61,0.06185
377,100.0,0.0,83.5,0.72,1.0,145.0,84.61,0.05817
378,100.0,0.6,83.6,0.6,1.0,145.0,84.61,0.06161
379,100.0,1.1,83.5,0.37,1.0,145.0,84.61,0.06767
380,100.0,-0.6,83.6,0.47,1.0,145.0,84.61,0.06224
381,100.0,-1.1,83.7,0.49,1.0,145.0,84.61,0.06086
382,100.0,-1.7,83.5,0.49,1.0,145.0,84.61,0.05981
383,100.0,-2.2,83.7,0.51,1.0,145.0,84.61,0.05844
384,100.0,-2.2,83.4,0.48,1.0,145.0,84.61,0.05912
385,100.0,-1.7,83.5,0.46,1.0,145.0,84.61,0.06041
386,100.0,-1.7,83.5,0.42,1.0,145.0,84.61,0.06122
387,100.0,1.7,83.5,0.32,1.0,145.0,84.61,0.07002
388,100.0,-0.6,83.5,0.41,1.0,145.0,84.61,0.06354
389,100.0,-0.6,83.8,0.41,1.0,145.0,84.61,0.06344
390,100.0,0.0,83.6,0.39,1.0,145.0,84.61,0.06512
391,100.0,-5.0,83.8,0.71,1.0,145.0,84.61,0.05003
